"dept_code","activity_code","so_num","pa_last_year_2","pa_last_year"
"ACOA","ABH00",1,22521735.71,24848787.95
"ACOA","ABH00",2,936006.81,1156699.59
"ACOA","ABH00",3,82591.79,93670.55
"ACOA","ABH00",4,691433.60,1115940.56
"ACOA","ABH00",5,44766.48,75333.81
"ACOA","ABH00",7,9046.31,11585.54
"ACOA","ABH00",9,1408.94,2273.93
"ACOA","ABH00",10,161918821.04,174145533.66
"ACOA","ABH00",12,26059.81,-230443.60
"ACOA","ABK00",1,10901579.61,11002573.83
"ACOA","ABK00",2,380400.87,347308.37
"ACOA","ABK00",3,27960.96,18880.34
"ACOA","ABK00",4,442314.56,343127.09
"ACOA","ABK00",5,81540.31,83730.22
"ACOA","ABK00",6,1054.42,4835.97
"ACOA","ABK00",7,20969.03,12353.63
"ACOA","ABK00",9,734.43,683.78
"ACOA","ABK00",10,94987297.59,105458177.97
"ACOA","ABK00",12,-30218.59,-42077.11
"ACOA","ABR00",1,7814225.11,8494968.52
"ACOA","ABR00",2,331468.09,407186.86
"ACOA","ABR00",3,50362.11,126440.07
"ACOA","ABR00",4,786673.30,658272.41
"ACOA","ABR00",5,99887.31,82389.50
"ACOA","ABR00",6,2605.92,1518.35
"ACOA","ABR00",7,95725.37,119021.12
"ACOA","ABR00",9,1131.99,3005.53
"ACOA","ABR00",10,5573112.61,4367485.60
"ACOA","ABR00",12,-116650.48,35166.38
"ACOA","ISC00",1,18860440.76,20216269.48
"ACOA","ISC00",2,572361.00,621318.89
"ACOA","ISC00",3,295564.20,299205.67
"ACOA","ISC00",4,2292551.65,2289717.20
"ACOA","ISC00",5,1821218.50,1879740.81
"ACOA","ISC00",6,296057.78,335444.57
"ACOA","ISC00",7,280539.44,227447.02
"ACOA","ISC00",9,570891.73,577898.28
"ACOA","ISC00",12,-308168.07,-205875.75
"AECB","DAI00",1,8835230.93,8585838.75
"AECB","DAI00",2,427634.13,380198.03
"AECB","DAI00",3,40958.96,40237.68
"AECB","DAI00",4,1381194.54,1225450.29
"AECB","DAI00",5,660050.16,480648.89
"AECB","DAI00",6,53796.89,69626.32
"AECB","DAI00",7,18.98,0.00
"AECB","DAI00",9,171750.69,54125.80
"AECB","DAI00",12,0.00,10879.61
"AECB","DAJ00",1,31332163.22,36504079.70
"AECB","DAJ00",2,1757946.11,2317802.86
"AECB","DAJ00",3,181202.62,225366.33
"AECB","DAJ00",4,5190239.69,5053025.96
"AECB","DAJ00",5,1587044.22,1273227.91
"AECB","DAJ00",6,264476.02,378552.16
"AECB","DAJ00",7,10048.90,69578.82
"AECB","DAJ00",9,735245.73,470942.00
"AECB","DAJ00",12,-795.19,82476.47
"AECB","DAK00",1,10235603.88,10696245.15
"AECB","DAK00",2,466278.88,360359.76
"AECB","DAK00",3,40659.64,38227.96
"AECB","DAK00",4,1601295.56,1570949.88
"AECB","DAK00",5,783623.67,612727.88
"AECB","DAK00",6,63942.86,88899.72
"AECB","DAK00",7,0.00,2175.99
"AECB","DAK00",9,204142.47,69108.47
"AECB","DAK00",12,0.00,13553.82
"AECB","DAL00",1,3926617.17,3670241.55
"AECB","DAL00",2,259380.92,240862.81
"AECB","DAL00",3,11831.75,12427.32
"AECB","DAL00",4,814282.15,749041.32
"AECB","DAL00",5,228030.55,192889.19
"AECB","DAL00",6,18607.05,27985.99
"AECB","DAL00",7,5169.99,160.96
"AECB","DAL00",9,63326.28,22040.62
"AECB","DAL00",12,0.00,4650.78
"AECB","DAM00",1,15131653.24,17956260.84
"AECB","DAM00",2,1394234.44,1297066.82
"AECB","DAM00",3,186010.80,157925.24
"AECB","DAM00",4,4058539.68,3696031.22
"AECB","DAM00",5,1094333.31,881307.49
"AECB","DAM00",6,88342.42,125069.39
"AECB","DAM00",7,203956.59,175532.84
"AECB","DAM00",9,350221.69,173508.31
"AECB","DAM00",10,1868128.43,2603778.22
"AECB","DAM00",12,0.00,22753.41
"AECB","ISC00",1,29865755.86,34917831.11
"AECB","ISC00",2,721373.94,1017595.43
"AECB","ISC00",3,712677.54,740795.73
"AECB","ISC00",4,4039374.68,4818575.83
"AECB","ISC00",5,980940.43,1399145.60
"AECB","ISC00",6,1181639.08,612043.76
"AECB","ISC00",7,473867.68,353171.83
"AECB","ISC00",9,3310678.89,3174158.22
"AECB","ISC00",12,113302.27,76146.73
"AECL","ATV00",12,784133000.00,826595000.00
"AGR","AAA00",1,22397188.90,26092875.72
"AGR","AAA00",2,751810.20,872735.54
"AGR","AAA00",3,279366.75,212906.20
"AGR","AAA00",4,7696449.19,8850209.53
"AGR","AAA00",5,148999.05,193682.76
"AGR","AAA00",6,22537.60,11901.69
"AGR","AAA00",7,61703.16,80203.88
"AGR","AAA00",9,82790.57,91348.82
"AGR","AAA00",10,1245684740.90,921872816.17
"AGR","AAA00",12,198022.83,431739.85
"AGR","AAA00",21,-403548.69,-357398.52
"AGR","AAB00",1,3190411.88,3332724.00
"AGR","AAB00",2,286900.88,255274.26
"AGR","AAB00",3,359.00,35.43
"AGR","AAB00",4,5045758.39,5477901.31
"AGR","AAB00",5,200158.84,169372.08
"AGR","AAB00",6,144817.27,141808.16
"AGR","AAB00",7,81301.27,86091.55
"AGR","AAB00",9,188894.81,106395.00
"AGR","AAB00",12,28.23,2814.43
"AGR","AAB00",21,-10184638.63,-9844181.61
"AGR","AAH00",1,2242279.98,2021625.97
"AGR","AAH00",2,156573.30,145574.08
"AGR","AAH00",3,37719.86,93213.85
"AGR","AAH00",4,337163.93,282289.34
"AGR","AAH00",5,12577.83,9969.59
"AGR","AAH00",6,377.80,0.00
"AGR","AAH00",7,19508.67,13082.96
"AGR","AAH00",9,24634.35,23866.71
"AGR","AAH00",12,5064.49,36712.61
"AGR","ABG00",1,244746345.38,274059160.39
"AGR","ABG00",2,7476046.50,7924761.98
"AGR","ABG00",3,345144.23,445756.91
"AGR","ABG00",4,45007450.46,36517184.36
"AGR","ABG00",5,1812900.80,1531169.19
"AGR","ABG00",6,13033786.60,12311118.83
"AGR","ABG00",7,33557728.95,32954932.26
"AGR","ABG00",8,61545695.18,32167538.59
"AGR","ABG00",9,34123342.96,37244534.77
"AGR","ABG00",10,187740713.54,176426541.15
"AGR","ABG00",12,11504094.80,10769395.73
"AGR","ABG00",21,-18042647.07,-19741125.75
"AGR","ABG00",22,-2250.00,0.00
"AGR","ABQ00",1,14265143.11,13986986.11
"AGR","ABQ00",2,342343.32,270616.01
"AGR","ABQ00",3,101591.01,51121.90
"AGR","ABQ00",4,3024441.23,2276643.51
"AGR","ABQ00",5,371122.19,324145.48
"AGR","ABQ00",6,724026.70,213983.68
"AGR","ABQ00",7,2111404.85,986084.94
"AGR","ABQ00",8,3999611.38,0.00
"AGR","ABQ00",9,198359.61,95107.00
"AGR","ABQ00",10,46753099.98,48375631.65
"AGR","ABQ00",12,350100484.90,124787.87
"AGR","ABQ00",21,-14178193.85,-9162497.10
"AGR","CMA00",1,44100226.38,52990185.83
"AGR","CMA00",2,2616456.71,2978924.78
"AGR","CMA00",3,1302626.26,1380995.40
"AGR","CMA00",4,11159326.09,11179667.76
"AGR","CMA00",5,430024.94,351866.96
"AGR","CMA00",6,113020.58,84713.76
"AGR","CMA00",7,378705.79,371238.83
"AGR","CMA00",9,406422.56,224027.96
"AGR","CMA00",10,93618174.13,123122410.89
"AGR","CMA00",12,380346.93,451317.38
"AGR","ISC00",1,110017391.34,122789306.90
"AGR","ISC00",2,2560351.58,4842060.33
"AGR","ISC00",3,5466675.30,5650140.36
"AGR","ISC00",4,40676530.33,42141337.48
"AGR","ISC00",5,4114408.03,5137203.36
"AGR","ISC00",6,287462.29,105831.15
"AGR","ISC00",7,896506.58,434104.63
"AGR","ISC00",8,0.00,57500.00
"AGR","ISC00",9,4182750.79,7573688.18
"AGR","ISC00",12,795397.93,189019.83
"AGR","ISC00",22,-17964194.27,-18018935.28
"ATSSC","CHC00",1,22297728.70,23906038.70
"ATSSC","CHC00",2,637200.03,867979.25
"ATSSC","CHC00",3,310007.10,189055.76
"ATSSC","CHC00",4,3375858.64,2699154.64
"ATSSC","CHC00",5,162654.96,966997.95
"ATSSC","CHC00",6,10693.48,941.90
"ATSSC","CHC00",7,411480.24,363935.09
"ATSSC","CHC00",9,88867.08,56111.28
"ATSSC","CHC00",12,-2711.46,640.25
"ATSSC","CHC00",21,-3370353.00,-2986428.50
"ATSSC","CHC00",22,-2174426.00,-3042838.00
"ATSSC","CHD00",1,10567789.54,11947135.11
"ATSSC","CHD00",2,577444.32,407852.61
"ATSSC","CHD00",3,148234.63,123701.04
"ATSSC","CHD00",4,879282.73,1344843.68
"ATSSC","CHD00",5,349340.26,1388907.18
"ATSSC","CHD00",6,899.69,2431.43
"ATSSC","CHD00",7,41909.09,36785.91
"ATSSC","CHD00",9,37842.88,26674.05
"ATSSC","CHD00",12,8248.97,-4747.49
"ATSSC","CHD00",21,-3182922.00,-3352857.50
"ATSSC","CHD00",22,-1589380.00,-2364730.00
"ATSSC","CHE00",1,17967286.73,17910923.40
"ATSSC","CHE00",2,1367943.93,1937835.80
"ATSSC","CHE00",3,13609.74,16662.19
"ATSSC","CHE00",4,300254.75,561903.51
"ATSSC","CHE00",5,1328.42,14249.88
"ATSSC","CHE00",6,152.98,0.00
"ATSSC","CHE00",7,59731.81,36875.87
"ATSSC","CHE00",9,1967.83,21630.90
"ATSSC","CHE00",12,48810.42,13737.56
"ATSSC","CHE00",21,-4605129.00,-3940680.00
"ATSSC","CHE00",22,-4206029.00,-4848200.00
"ATSSC","ISC00",1,12837730.84,14372130.15
"ATSSC","ISC00",2,703676.76,765143.68
"ATSSC","ISC00",3,264075.36,388588.60
"ATSSC","ISC00",4,2337983.56,2551637.86
"ATSSC","ISC00",5,1147233.10,1136822.67
"ATSSC","ISC00",6,505531.81,244772.79
"ATSSC","ISC00",7,98548.64,83240.85
"ATSSC","ISC00",8,53879.95,1481596.94
"ATSSC","ISC00",9,1501849.19,2528530.42
"ATSSC","ISC00",12,175879.34,302039.98
"ATSSC","ISC00",21,0.00,-1281412.00
"ATSSC","ISC00",22,0.00,-1360718.00
"CAS","ARW00",1,15045703.81,16472375.05
"CAS","ARW00",2,377577.91,375737.89
"CAS","ARW00",3,242388.42,243723.01
"CAS","ARW00",4,5492359.81,6998748.29
"CAS","ARW00",5,1112523.55,1091676.85
"CAS","ARW00",6,674889.21,242292.77
"CAS","ARW00",7,1777995.96,1813247.72
"CAS","ARW00",8,1014813.33,1884769.05
"CAS","ARW00",9,663069.45,1301705.53
"CAS","ARW00",12,56046.58,12091.74
"CAS","ARX00",1,21539228.04,23327761.20
"CAS","ARX00",2,470645.65,423668.62
"CAS","ARX00",3,15582.23,21779.86
"CAS","ARX00",4,1801306.44,1389275.26
"CAS","ARX00",5,143557.88,166569.32
"CAS","ARX00",6,15449.22,2500.07
"CAS","ARX00",7,225734.53,225067.84
"CAS","ARX00",8,60268.30,705683.54
"CAS","ARX00",9,135754.58,257012.59
"CAS","ARX00",12,101811.21,65243.50
"CAS","ISC00",1,14142189.01,14734499.52
"CAS","ISC00",2,1879493.31,2000632.95
"CAS","ISC00",3,155147.86,295055.25
"CAS","ISC00",4,1690566.28,1720124.99
"CAS","ISC00",5,765527.60,1465974.64
"CAS","ISC00",6,406173.51,171576.51
"CAS","ISC00",7,270573.28,260245.00
"CAS","ISC00",8,0.00,268209.80
"CAS","ISC00",9,1930430.88,4848180.81
"CAS","ISC00",12,70440.65,5621.97
"CATSA","BIY00",12,725303977.00,723429207.33
"CB","AOJ00",1,1446327.76,1649738.52
"CB","AOJ00",2,46355.85,52099.04
"CB","AOJ00",3,85091.34,165183.07
"CB","AOJ00",4,555517.45,547237.17
"CB","AOJ00",5,90196.13,71787.71
"CB","AOJ00",6,186387.20,78215.50
"CB","AOJ00",7,50768.74,31265.56
"CB","AOJ00",9,42511.64,16557.10
"CB","AOJ00",12,4383.42,5025.83
"CB","ISC00",1,339261.98,386975.71
"CB","ISC00",2,10873.61,12220.77
"CB","ISC00",3,19959.70,38746.65
"CB","ISC00",4,130306.55,128364.28
"CB","ISC00",5,21157.11,16839.10
"CB","ISC00",6,43720.46,18346.84
"CB","ISC00",7,11908.71,7333.89
"CB","ISC00",9,9971.88,3883.75
"CB","ISC00",12,1028.22,1178.90
"CBC","ACH00",12,1113023798.00,1222083485.00
"CBSA","AWZ00",1,124043273.34,118718005.92
"CBSA","AWZ00",2,2525030.39,2150739.88
"CBSA","AWZ00",3,14269.99,48860.90
"CBSA","AWZ00",4,52808327.75,36473877.39
"CBSA","AWZ00",5,65233.88,45019.28
"CBSA","AWZ00",6,4680295.97,6246474.75
"CBSA","AWZ00",7,482659.65,406790.13
"CBSA","AWZ00",9,3469167.77,2730566.87
"CBSA","AWZ00",12,-787107.74,-611972.61
"CBSA","AXB00",1,700096641.93,690528313.57
"CBSA","AXB00",2,18678117.58,25324523.24
"CBSA","AXB00",3,166985.33,505116.71
"CBSA","AXB00",4,57175939.09,76181664.55
"CBSA","AXB00",5,2474096.59,7645093.47
"CBSA","AXB00",6,17132794.89,11021208.48
"CBSA","AXB00",7,7270054.98,8654904.23
"CBSA","AXB00",8,19689255.31,39173949.15
"CBSA","AXB00",9,17211917.46,38903483.91
"CBSA","AXB00",12,7515716.30,5910951.46
"CBSA","AXE00",1,37451791.05,35228094.59
"CBSA","AXE00",2,285461.71,259272.26
"CBSA","AXE00",3,13802.33,2385.99
"CBSA","AXE00",4,2231956.40,1602790.70
"CBSA","AXE00",5,21764.58,23691.69
"CBSA","AXE00",6,40351.03,47905.23
"CBSA","AXE00",7,131973.84,118837.37
"CBSA","AXE00",8,295907.12,2121186.40
"CBSA","AXE00",9,16894.38,164314.64
"CBSA","AXE00",12,-1808.96,303020.87
"CBSA","AXE00",21,-10154132.64,-9979345.89
"CBSA","AXI00",1,68980061.59,65486438.94
"CBSA","AXI00",2,594962.56,959554.57
"CBSA","AXI00",3,20372.82,15662.24
"CBSA","AXI00",4,9450370.72,4263379.99
"CBSA","AXI00",5,55403.23,59600.39
"CBSA","AXI00",6,556452.15,6212.21
"CBSA","AXI00",7,308864.44,409265.30
"CBSA","AXI00",9,386202.09,223211.15
"CBSA","AXI00",12,119152.60,82121.62
"CBSA","AXI00",21,-10973425.91,-11161422.22
"CBSA","AXJ00",1,9712819.99,9786440.95
"CBSA","AXJ00",2,31349.30,44143.39
"CBSA","AXJ00",3,6.76,0.00
"CBSA","AXJ00",4,153140.31,180338.13
"CBSA","AXJ00",5,2774.48,1203.33
"CBSA","AXJ00",6,897.51,105.00
"CBSA","AXJ00",7,20942.29,37086.56
"CBSA","AXJ00",9,727.65,53672.65
"CBSA","AXJ00",12,28592.54,16215.21
"CBSA","HGB00",1,29764021.15,29457890.33
"CBSA","HGB00",2,398533.38,375663.86
"CBSA","HGB00",3,16804.46,16300.47
"CBSA","HGB00",4,875313.15,342328.39
"CBSA","HGB00",5,32469.77,34287.91
"CBSA","HGB00",6,119431.21,273316.42
"CBSA","HGB00",7,359518.38,349706.49
"CBSA","HGB00",9,477042.87,609125.83
"CBSA","HGB00",12,134235.47,46952.18
"CBSA","HGC00",1,96284051.98,99563676.79
"CBSA","HGC00",2,9221781.80,11162482.89
"CBSA","HGC00",3,137844.37,113698.32
"CBSA","HGC00",4,44828476.80,50262525.00
"CBSA","HGC00",5,248645.76,279765.15
"CBSA","HGC00",6,268280.19,1352460.89
"CBSA","HGC00",7,904904.99,1045673.31
"CBSA","HGC00",8,1947511.71,11706356.03
"CBSA","HGC00",9,343621.54,572156.30
"CBSA","HGC00",12,2249247.32,273752.44
"CBSA","ISC00",1,231930800.63,244205380.26
"CBSA","ISC00",2,4646276.80,5394053.64
"CBSA","ISC00",3,435475.61,337205.49
"CBSA","ISC00",4,101435973.70,108496313.62
"CBSA","ISC00",5,3982164.61,421955.18
"CBSA","ISC00",6,5803624.08,7272660.02
"CBSA","ISC00",7,2212813.10,2081787.39
"CBSA","ISC00",8,6248432.92,5059850.39
"CBSA","ISC00",9,8756144.51,16471151.80
"CBSA","ISC00",12,391147.14,443910.12
"CC","ACF00",12,222574389.00,258714308.00
"CCC","AQS00",12,3510000.00,0.00
"CCMD","DAS00",1,43430857.70,40887676.47
"CCMD","DAS00",2,1586406.81,1810792.02
"CCMD","DAS00",3,514615.89,605516.56
"CCMD","DAS00",4,11173384.16,8443312.72
"CCMD","DAS00",5,1718896.86,369730.15
"CCMD","DAS00",6,965414.27,343862.09
"CCMD","DAS00",7,207710.30,202400.75
"CCMD","DAS00",8,0.00,1215277.69
"CCMD","DAS00",9,1418093.04,676967.43
"CCMD","DAS00",12,1829.06,881500.84
"CCMD","ISC00",1,15714721.36,15181300.77
"CCMD","ISC00",2,260151.45,249842.43
"CCMD","ISC00",3,132804.78,187857.74
"CCMD","ISC00",4,4356783.55,3742991.37
"CCMD","ISC00",5,377795.28,368976.78
"CCMD","ISC00",6,502944.19,2679.50
"CCMD","ISC00",7,190716.04,170092.04
"CCMD","ISC00",9,235323.64,451180.82
"CCMD","ISC00",12,-4210.09,497676.15
"CCOHS","AMH00",1,5827139.49,5412105.15
"CCOHS","AMH00",2,154890.65,147918.31
"CCOHS","AMH00",3,61538.11,57292.68
"CCOHS","AMH00",4,877780.10,933968.22
"CCOHS","AMH00",5,10244.08,11120.77
"CCOHS","AMH00",6,100116.80,130775.26
"CCOHS","AMH00",7,42049.04,58602.23
"CCOHS","AMH00",9,44378.08,97278.55
"CCOHS","ISC00",1,2136286.29,2676624.53
"CCOHS","ISC00",2,65004.96,49309.73
"CCOHS","ISC00",3,3220.98,22200.98
"CCOHS","ISC00",4,511716.66,461117.11
"CCOHS","ISC00",5,18433.22,19296.84
"CCOHS","ISC00",6,46701.95,51478.21
"CCOHS","ISC00",7,20966.30,19765.57
"CCOHS","ISC00",9,9929.99,8118.49
"CCRA","ABW00",1,158983710.36,0.00
"CCRA","ABW00",2,520452.93,0.00
"CCRA","ABW00",3,6867.60,0.00
"CCRA","ABW00",4,41966494.53,0.00
"CCRA","ABW00",5,12525533.72,0.00
"CCRA","ABW00",6,3075556.39,0.00
"CCRA","ABW00",7,310520.02,0.00
"CCRA","ABW00",9,188315.70,0.00
"CCRA","ABW00",12,857079.11,0.00
"CCRA","ABW00",21,-6170250.96,0.00
"CCRA","ABW00",22,-11814581.96,0.00
"CCRA","ABX00",1,346663278.75,0.00
"CCRA","ABX00",2,36655116.96,0.00
"CCRA","ABX00",3,873995.05,0.00
"CCRA","ABX00",4,147187742.23,0.00
"CCRA","ABX00",5,31763173.15,0.00
"CCRA","ABX00",6,8207487.16,0.00
"CCRA","ABX00",7,3955647.65,0.00
"CCRA","ABX00",9,1179785.03,0.00
"CCRA","ABX00",12,798906.74,0.00
"CCRA","ABX00",21,-16391916.04,0.00
"CCRA","ABX00",22,-13927504.96,0.00
"CCRA","ABY00",1,111652495.72,0.00
"CCRA","ABY00",2,22193283.95,0.00
"CCRA","ABY00",3,52835.39,0.00
"CCRA","ABY00",4,10230578.13,0.00
"CCRA","ABY00",5,9291803.96,0.00
"CCRA","ABY00",6,2299016.09,0.00
"CCRA","ABY00",7,297404.23,0.00
"CCRA","ABY00",9,116113.72,0.00
"CCRA","ABY00",10,319659266.43,0.00
"CCRA","ABY00",12,206820.12,0.00
"CCRA","ABY00",22,-782843.00,0.00
"CCRA","ABZ00",1,357649420.91,0.00
"CCRA","ABZ00",2,3100727.98,0.00
"CCRA","ABZ00",3,132106.62,0.00
"CCRA","ABZ00",4,4718401.63,0.00
"CCRA","ABZ00",5,30414989.57,0.00
"CCRA","ABZ00",6,7745442.85,0.00
"CCRA","ABZ00",7,623412.34,0.00
"CCRA","ABZ00",9,934799.10,0.00
"CCRA","ABZ00",10,-109801.70,0.00
"CCRA","ABZ00",12,932235.26,0.00
"CCRA","ABZ00",21,-21771293.04,0.00
"CCRA","ABZ00",22,-38325059.04,0.00
"CCRA","ACB00",1,791586944.90,0.00
"CCRA","ACB00",2,16771043.78,0.00
"CCRA","ACB00",3,200998.65,0.00
"CCRA","ACB00",4,25759132.76,0.00
"CCRA","ACB00",5,69902883.33,0.00
"CCRA","ACB00",6,18757125.02,0.00
"CCRA","ACB00",7,1738319.92,0.00
"CCRA","ACB00",9,2197839.68,0.00
"CCRA","ACB00",12,1816208.95,0.00
"CCRA","ACB00",21,-99773594.96,0.00
"CCRA","ACB00",22,-103831543.04,0.00
"CCRA","ACC00",1,966880448.99,0.00
"CCRA","ACC00",2,17196001.97,0.00
"CCRA","ACC00",3,150872.25,0.00
"CCRA","ACC00",4,19710157.68,0.00
"CCRA","ACC00",5,69311623.06,0.00
"CCRA","ACC00",6,18786399.06,0.00
"CCRA","ACC00",7,1919587.12,0.00
"CCRA","ACC00",9,4555538.56,0.00
"CCRA","ACC00",12,2499305.63,0.00
"CCRA","ACD00",1,2486555.15,0.00
"CCRA","ACD00",2,36533.88,0.00
"CCRA","ACD00",3,24887.74,0.00
"CCRA","ACD00",4,81756.57,0.00
"CCRA","ACD00",5,183638.81,0.00
"CCRA","ACD00",6,44403.01,0.00
"CCRA","ACD00",7,14227.47,0.00
"CCRA","ACD00",9,19116.47,0.00
"CCRA","ACD00",12,3667.14,0.00
"CCRA","BRA01",1,0.00,581181678.65
"CCRA","BRA01",2,0.00,38812269.30
"CCRA","BRA01",3,0.00,1373673.33
"CCRA","BRA01",4,0.00,149606598.44
"CCRA","BRA01",5,0.00,51662576.79
"CCRA","BRA01",6,0.00,8057679.46
"CCRA","BRA01",7,0.00,10402329.09
"CCRA","BRA01",9,0.00,2176369.15
"CCRA","BRA01",10,0.00,0.69
"CCRA","BRA01",12,0.00,1927139.79
"CCRA","BRA01",21,0.00,-22389341.01
"CCRA","BRA01",22,0.00,-25723280.00
"CCRA","BRA02",1,0.00,412252603.06
"CCRA","BRA02",2,0.00,12238707.07
"CCRA","BRA02",3,0.00,75441.62
"CCRA","BRA02",4,0.00,3448677.49
"CCRA","BRA02",5,0.00,35238681.12
"CCRA","BRA02",6,0.00,5111599.16
"CCRA","BRA02",7,0.00,979414.42
"CCRA","BRA02",9,0.00,1490787.74
"CCRA","BRA02",12,0.00,1012661.02
"CCRA","BRA02",21,0.00,-46901498.01
"CCRA","BRA02",22,0.00,-57982768.00
"CCRA","BRA03",1,0.00,442372339.04
"CCRA","BRA03",2,0.00,4930734.13
"CCRA","BRA03",3,0.00,9601.63
"CCRA","BRA03",4,0.00,23691163.94
"CCRA","BRA03",5,0.00,35570352.25
"CCRA","BRA03",6,0.00,5134153.58
"CCRA","BRA03",7,0.00,704939.16
"CCRA","BRA03",9,0.00,1953922.11
"CCRA","BRA03",12,0.00,856863.55
"CCRA","BRA03",21,0.00,-40782010.99
"CCRA","BRA03",22,0.00,-48220468.00
"CCRA","BRA04",1,0.00,711843098.38
"CCRA","BRA04",2,0.00,10426340.71
"CCRA","BRA04",3,0.00,74854.83
"CCRA","BRA04",4,0.00,9745184.66
"CCRA","BRA04",5,0.00,46814623.81
"CCRA","BRA04",6,0.00,6713675.36
"CCRA","BRA04",7,0.00,1103577.04
"CCRA","BRA04",9,0.00,1677490.41
"CCRA","BRA04",12,0.00,1870201.18
"CCRA","BRA05",1,0.00,350372248.93
"CCRA","BRA05",2,0.00,7199945.28
"CCRA","BRA05",3,0.00,38059.18
"CCRA","BRA05",4,0.00,9533362.74
"CCRA","BRA05",5,0.00,19735163.23
"CCRA","BRA05",6,0.00,3419705.82
"CCRA","BRA05",7,0.00,603798.86
"CCRA","BRA05",9,0.00,2832039.73
"CCRA","BRA05",12,0.00,44902.76
"CCRA","BRA06",1,0.00,149846110.13
"CCRA","BRA06",2,0.00,730736.80
"CCRA","BRA06",3,0.00,3200.16
"CCRA","BRA06",4,0.00,41515272.95
"CCRA","BRA06",5,0.00,10858517.16
"CCRA","BRA06",6,0.00,1505242.07
"CCRA","BRA06",7,0.00,316455.70
"CCRA","BRA06",9,0.00,333623.19
"CCRA","BRA06",12,0.00,1461802.87
"CCRA","BRA06",21,0.00,-3555869.99
"CCRA","BRA06",22,0.00,-9451116.00
"CCRA","BRA07",1,0.00,21556580.35
"CCRA","BRA07",2,0.00,67972.25
"CCRA","BRA07",4,0.00,77750.34
"CCRA","BRA07",5,0.00,1709057.11
"CCRA","BRA07",6,0.00,242094.86
"CCRA","BRA07",7,0.00,36267.55
"CCRA","BRA07",9,0.00,25105.49
"CCRA","BRA07",12,0.00,29644.50
"CCRA","BRA07",21,0.00,-1670449.99
"CCRA","BRA07",22,0.00,-2097772.00
"CCRA","BRA08",1,0.00,11780416.39
"CCRA","BRA08",2,0.00,29164.58
"CCRA","BRA08",4,0.00,396513.62
"CCRA","BRA08",5,0.00,882271.79
"CCRA","BRA08",6,0.00,121845.67
"CCRA","BRA08",7,0.00,16506.23
"CCRA","BRA08",9,0.00,40769.35
"CCRA","BRA08",12,0.00,137.97
"CCRA","BRA08",21,0.00,-60164.00
"CCRA","BRA08",22,0.00,-159457.00
"CCRA","BRA09",1,0.00,32991178.36
"CCRA","BRA09",2,0.00,692126.54
"CCRA","BRA09",3,0.00,20156.89
"CCRA","BRA09",4,0.00,516772.95
"CCRA","BRA09",5,0.00,2155991.10
"CCRA","BRA09",6,0.00,298036.44
"CCRA","BRA09",7,0.00,82664.89
"CCRA","BRA09",9,0.00,95009.15
"CCRA","BRA09",12,0.00,86625.78
"CCRA","BRA10",1,0.00,16045215.53
"CCRA","BRA10",2,0.00,96887.08
"CCRA","BRA10",3,0.00,22904.95
"CCRA","BRA10",4,0.00,144447.90
"CCRA","BRA10",5,0.00,955659.10
"CCRA","BRA10",6,0.00,129774.65
"CCRA","BRA10",7,0.00,21762.55
"CCRA","BRA10",9,0.00,19836.28
"CCRA","BRA10",12,0.00,54687.54
"CCRA","BRA10",21,0.00,-165036.00
"CCRA","BRA10",22,0.00,-20424.00
"CCRA","BRA11",1,0.00,112608365.62
"CCRA","BRA11",2,0.00,1310621.33
"CCRA","BRA11",3,0.00,4250.21
"CCRA","BRA11",4,0.00,2623939.15
"CCRA","BRA11",5,0.00,6874690.28
"CCRA","BRA11",6,0.00,968743.69
"CCRA","BRA11",7,0.00,276863.21
"CCRA","BRA11",9,0.00,903874.13
"CCRA","BRA11",12,0.00,464331.78
"CCRA","BRA11",21,0.00,-9781428.99
"CCRA","BRA11",22,0.00,-26064014.00
"CCRA","BRB01",1,0.00,107140245.48
"CCRA","BRB01",2,0.00,16758305.64
"CCRA","BRB01",3,0.00,11665.65
"CCRA","BRB01",4,0.00,11465382.75
"CCRA","BRB01",5,0.00,9165630.80
"CCRA","BRB01",6,0.00,1274101.13
"CCRA","BRB01",7,0.00,213965.37
"CCRA","BRB01",9,0.00,196243.00
"CCRA","BRB01",10,0.00,333553349.00
"CCRA","BRB01",12,0.00,240784.31
"CCRA","BRB01",22,0.00,-721065.00
"CCRA","BRC01",1,0.00,2744844.00
"CCRA","BRC01",2,0.00,37305.61
"CCRA","BRC01",3,0.00,13870.79
"CCRA","BRC01",4,0.00,188239.28
"CCRA","BRC01",5,0.00,189009.40
"CCRA","BRC01",6,0.00,24054.83
"CCRA","BRC01",7,0.00,9512.38
"CCRA","BRC01",9,0.00,10486.48
"CCRA","BRC01",12,0.00,-6919.29
"CCRA","ISC00",1,759572370.16,0.00
"CCRA","ISC00",2,22930845.85,0.00
"CCRA","ISC00",3,2572206.95,0.00
"CCRA","ISC00",4,135135960.08,0.00
"CCRA","ISC00",5,71787947.76,0.00
"CCRA","ISC00",6,28049213.32,0.00
"CCRA","ISC00",7,8634835.36,0.00
"CCRA","ISC00",9,20006876.33,0.00
"CCRA","ISC00",12,934251.84,0.00
"CCRA","ISC00",21,-28007399.00,0.00
"CCRA","ISC00",22,-29376992.04,0.00
"CCRA","ISS01",1,0.00,124320843.48
